"10097272","Flipped_Devices:R","Resistor:R0603_10k_0.1%","AllModules:R0603_1","","RESISTOR, PRECISION,10K OHM, 0.063W,+/-0.1%,0603","10k","R71","../../CPU_RB0505/10125623A00_5.sch","SUSUMU CO","RG1608P-103-B-T5",""
"10097273","Flipped_Devices:R","Resistor:R0603_3k24_0.1%","AllModules:R0603_1","","RESISTOR,PRECISION, 3.24K OHM, 0.063W,+/-0.1%,0603","3.24k","R73","../../CPU_RB0505/10125623A00_5.sch","SUSUMU CO","RG1608P-3241-B-T5",""
"10023252","cpu-board:G6K2G","Relay:G6K2G","AllModules:G6K2G_1","","RELAY,LOW VOLTAGE 1A COIL 5VDC","G6K2G","RL1","../../CPU_RB0505/10125623A00_6.sch","OMRON ELECTRONICS INC","G6K-2G-TR DC5",""
"10023253","cpu-board:RES_4R_BCN","Resistor:R1206_6k8_5%","AllModules:BCN16_1","","RESISTOR ARRAY, 6.8K OHM, +/-5%, 1206","6.8k","RS1,RS3,RS4,RS5,RS6,RS8","../../CPU_RB0505/10125623A00_2.sch","BI TECHNOLOGIES CORPORATION","BCN164AB682J7",""
"10097274","Flipped_Devices:Q_NMOS_GSD","Transistor:Q_NMOS_GSD_10097274","AllModules:SOT23-GSD_1","","TRANSISTOR MOSFET N CHANNEL 60V, 0.18A","2N7002","T1,T2,T4,T5,T6,T8,T9,T14,T21","../../CPU_RB0505/10125623A00_7.sch","ON SEMICONDUCTOR_RMS1","2N7002LT1G",""
"10023243","Device:Q_PNP_BCEC","Transistor:Q_PNP_BCEC","AllModules:SOT223_1","","RSP TRANSISTOR, BIPOLAR, PNP, 100V, 5A, SOT223","FZT953","T10,T11,T12","../../CPU_RB0505/10125623A00_5.sch","ZETEX /Diodes inc.","FZT953",""
"10022933","Flipped_Devices:Q_PMOS_GSD","Transistor:Q_PMOS_GSD_10022933","AllModules:SOT23-GSD_1","","RSPTRANSISTOR MOSFET, P CHANNEL, 30V,0.6A","IRLML5103","T17","../../CPU_RB0505/10125623A00_6.sch","INTERNATIONAL RECTIFIER_RMS1","IRLML5103TRPBF",""
"10022956","Flipped_Devices:Q_NMOS_GSD","Transistor:Q_NMOS_GSD_10022956","AllModules:SOT23-GSD_1","","TRANSISTOR, MOSFET, N-CHANNEL, 60V, 0.5A.SOT23","BS170F","T20","../../CPU_RB0505/10125623A00_3.sch","FAIRCHILD SEMICONDUCTOR_RMS1","MMBF170",""
"10022157","Flipped_Devices:Q_PMOS_GSD","Transistor:Q_PMOS_GSD_10022157","AllModules:SOT23-GSD_1","","TRANSISTOR, P CHANNEL, 50V, 0.13A,      5 OHM, SOT23","BSS84","T3,T19","../../CPU_RB0505/10125623A00_3.sch","NXP SEMICONDUCTORS_RMS1","BSS84",""
"10025112","cpu-board:FAS-PPS-1P-3NIP-INJ","Valve:FAS-PPS-1P-3NIP-INJ","AllModules:S142.0011-SANS-FIX_1","","3 WAY, PROPORTIONAL VALVE","FAS-PPS-1P-3NIP-INJ","V2","../../CPU_RB0505/10125623A00_3.sch","FAS","S142.0048A",""
"Item Number","Old Library","New Library", "Footprint",            "Footprint.3dshapes","Description",            "Value","References","Sch File",            "Manufacturer","Manufacturer_No","Documentation"
"10021385","GR106768_Buzzer:R0402_4.7k_1%","Resistor:R0402_4k7_1%","AllModules:R0402_1","","RESISTOR,4.7 KOHM,+/-1%.0.063W,0402","4.7k","R40","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","PHYCOMP_RMS1","RC0402FR-074K7L","~"
"10021387","GR106768_Buzzer:R0402_220Ohm_1%","Resistor:R0402_220R_1%","AllModules:R0402_1","","RESISTOR, 220 OHM,+/-1%, 0.063W, 0402","220","R37","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","YAGEO_RMS1","RC0402FR-07220RL","~"
"10021388","GR106768_Buzzer:R0402_180k_1%","Resistor:R0402_180k_1%","AllModules:R0402_1","","RESISTOR, 180 KOHM, +/-1%, 0.063W.0402","180k","R41","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","YAGEO_RMS1","RC0402FR-07180KL","~"
"10021389","GR106768_Buzzer:R0402_1.5M_1%","Resistor:R0402_1M5","AllModules:R0402_1","","RESISTOR, 1.5 MOHM,0.063W, 0402","1.5M","R43","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","YAGEO_RMS1","RC0402FR-071M5L","~"
"10021390","Device:C","Capacitor:C0402_4n7F_16V_10%","AllModules:C0402_1b","","CAPACITOR,4.7NF,16V,+/-10%,0402","4.7nF","C35","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","YAGEO_RMS1","CC0402KRX7R7BB472","~"
"10021391","GR106768_Buzzer:R0402_680k_1%","Resistor:R0402_680k_1%","AllModules:R0402_1","","RESISTOR, 680 KOHM,+/-1%, 0.063W, 0402","680k","R44","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","YAGEO_RMS1","RC0402FR-07680KL","~"
"10021462","GR106768_Buzzer:R0402_1M_1%","Resistor:R0402_1M_1%","AllModules:R0402_1","","RESISTOR, 1 MOHM, +/-1%,0.063W,0402","1M","R46","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","YAGEO_RMS1","RC0402FR-071ML","~"
"10021463","Device:C","Capacitor:C1210_47uF_16V","AllModules:C1210_1","","CAPACITOR,47UF,16V,1210,X5R","47μF","C21,C23","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","KEMET_RMS1","C1210C476M4PACTU","~"
"10021468","GR106768_Buzzer:R0402_137k_1%","Resistor:R0402_137k_1%","AllModules:R0402_1","","RESISTOR, 137 KOHM, +/-1%,0.063W,0402","137k","R26","../../GR106768 Buzzer/GR106768 Buzzer.sch","VISHAY_RMS1","CRCW0402137KFKED","~"
"10021556","GR106768_Buzzer:R0402_68k_1%","Resistor:R0402_68k_1%","AllModules:R0402_1","","RESISTOR, 68 KOHM,+/-1%, 0.063W, 0402","68k","R27","../../GR106768 Buzzer/GR106768 Buzzer.sch","YAGEO_RMS1","RC0402FR-0768KL","~"
"10021557","GR106768_Buzzer:R0402_0Ohm","Resistor:R0402_0R","AllModules:R0402_1","","RESISTOR,0 OHM,0.063W,0402","0","R30,R31","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","YAGEO_RMS1","232270591001L","~"
"10021558","GR106768_Buzzer:R0402_33k_1%","Resistor:R0402_33k_1%","AllModules:R0402_1","","RESISTOR, 33 K OHM, +/-1%, 0.063W,0402","33k","R35","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","VISHAY_RMS1","CRCW040233K0FKED","~"
"10022129","GR106768_Buzzer:BuzzBattery","Battery:BuzzBattery","AllModules:BT-4-V150H-4.8V_1","","BATTERY NI-MH TYPE V150H 4.8V","BT-4-V150H-4.8V_1","BAT1","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","VARTA                           (917650)","55615 604 059","https://datasheet.octopart.com/55615604940-Varta-datasheet-21225580.pdf"
"10022130","GR106768_Buzzer:Buzzer","Buzzer:Buzzer","AllModules:PKM33EPH-1201C_1","","BUZZER","PKM33EPH","BUZ1,BUZ2","../../GR106768 Buzzer/GR106768 Buzzer.sch","MURATA MANUFACTURING CO., LTD.","PKM33EPH1201C","http://datasheetz.com/data/Audio%20Products/Buzzers/490-4687-datasheetz.html"
"10022132","Device:C","Capacitor:C0402_680pF_50V_5%","AllModules:C0402_1b","","CAPACITOR, CERAMIC, 680 PF, 50V, +/-5%, 0402","680pF","C4,C6","../../GR106768 Buzzer/GR106768 Buzzer.sch","MURATA MANUFACTURING CO., LTD.","GRM1555C1H681JA01D","~"
"10022133","GR106768_Buzzer:Celec-axial-10x30_470u","Capacitor:C_470uF_40V_20%","AllModules:AX10X30_1","","CAPACITOR ELECTROLYTIC,470UF,40V,+/-20%","470μF","C12","../../GR106768 Buzzer/GR106768 Buzzer.sch","VISHAY_RMS1","222202117471","~"
"10022134","Device:C","Capacitor:C0603_330nF_16V_10%","AllModules:C0603_1b","","CAPACITOR CERAMIC, 330 NF, 16V, X7R, 0603,+/-10%","330nF","C20","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","KEMET_RMS1","C0603C334K4RACTU","~"
"10022137","Device:C","Capacitor:C1206_10uF_16V_10%","AllModules:RC1206_1","","CAPACITOR CERAMIC,10UF,16V,X5R,+/-10%,1206","10μF","C22,C26,C29","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","KEMET_RMS1","C1206C106K4PACTU","~"
"10022139","GR106768_Buzzer:BZX84C2V7","Diode:BZX84C2V7","AllModules:SOT23-1G_1","","DIODE ZENER, 2.7V, 0.35W, SOT23","BZX84C2V7","D5","../../GR106768 Buzzer/GR106768 Buzzer.sch","NXP SEMICONDUCTORS_RMS1","BZX84-C2V7","https://assets.nexperia.com/documents/data-sheet/BZX84_SER.pdf"
"10022140","GR106768_Buzzer:MBRM120","Diode:MBRM120","AllModules:DO216AA_1","","DIODE SCHOTTKY, 20V, 1A, DO216AA","MBRM120","D8,D10,D11,D12,D13,D14","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","ON SEMICONDUCTOR_RMS1","MBRM120LT1G","https://www.onsemi.com/pub/Collateral/MBRM120L-D.PDF"
"10022141","Device:Fuse","Fuse:Fuse","AllModules:F6126_1","","FUSE, FAST ACTING, SMD, 500MA","500mA","FU1","../../GR106768 Buzzer/GR106768 Buzzer.sch","LITTELFUSE_RMS1","0451.500MRL","~"
"10022144","Amplifier_Operational:LM358","IC:LM358","AllModules:MX.A8_COMPOSANT_1","","IC, DOUBLE LOW POWER OPERATIONAL AMPLIFIER","MC33172","IC2,IC3","../../GR106768 Buzzer/GR106768 Buzzer.sch","ON SEMICONDUCTOR_RMS1","MC33172DG","http://www.ti.com/lit/ds/symlink/lm2904-n.pdf"
"10022145","Amplifier_Operational:LMV321","IC:LMV321","AllModules:SOT23-5_1","","OPERATIONAL AMPLIFIER, SOT23-5","LMV321","IC4","../../GR106768 Buzzer/GR106768 Buzzer.sch","NATIONAL SEMICONDUCTOR_RMS1","LMV321M5 NOPB","http://www.ti.com/lit/ds/symlink/lmv324.pdf"
"10022147","GR106768_Buzzer:bq2002_SN","IC:bq2002_SN","AllModules:MX.A8_COMPOSANT_1","","IC, CHARGE CONTROLLER, NICD/NIMH","BQ2002C","IC6","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","TEXAS INSTRUMENTS_RMS1","BQ2002CSNTR","https://www.ti.com/lit/ds/symlink/bq2002c.pdf"
"10022148","GR106768_Buzzer:TLV3011AIDBV","IC:TLV3011AIDBV","AllModules:SOT23-6_1","","IC, COMPARATOR WITH VOLTAGE REF, 1.8V, SOT23","TLV3011","IC7,IC9","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","TEXAS INSTRUMENTS_RMS1","TLV3011AIDBVR","http://www.ti.com/lit/ds/symlink/tlv3012.pdf"
"10022149","GR106768_Buzzer:R0402_100k_1%","Resistor:R0402_100k_1%","AllModules:R0402_1","","RESISTOR 100K OHM, 0.063W, +/-1%, 0402","100k","R1,R2,R3,R10,R24,R29,R38,R39,R42,R47,R59,R63,R64,R67","../../GR106768 Buzzer/GR106768 Buzzer.sch","VISHAY_RMS1","CRCW0402100KFKED","~"
"10022150","GR106768_Buzzer:R0402_10k_1%","Resistor:R0402_10k_1%","AllModules:R0402_1","","RESISTOR,10K OHM, 0.063W, +/-1%, 0402","10k","R4,R5,R16,R17,R32,R34,R49,R51,R52,R61,R62,R66,R68,R70","../../GR106768 Buzzer/GR106768 Buzzer.sch","YAGEO_RMS1","RC0402FR-0710KL","~"
"10022151","GR106768_Buzzer:R0402_59k_1%","Resistor:R0402_59k_1%","AllModules:R0402_1","","RESISTOR 59 KOHMS, 0.063W, +/-1% 0402","59k","R6,R45","../../GR106768 Buzzer/GR106768 Buzzer.sch","VISHAY_RMS1","CRCW040259K0FKED","~"
"10022152","GR106768_Buzzer:R0402_51.1k_1%","Resistor:R0402_51k1_1%","AllModules:R0402_1","","RESISTOR, 51.1 KOHM, 0.063W, +/-1%,0402","51.1k","R7","../../GR106768 Buzzer/GR106768 Buzzer.sch","YAGEO_RMS1","RC0402FR-0751K1L","~"
"10022153","GR106768_Buzzer:R0402_1k_1%","Resistor:R0402_1k_1%","AllModules:R0402_1","","RESISTOR, 1 KOHM, 0.063W,+/-1%, 0402","1k","R8,R33","../../GR106768 Buzzer/GR106768 Buzzer.sch","YAGEO_RMS1","RC0402FR-071KL","~"
"10022154","GR106768_Buzzer:R0402_32.4k_1%","Resistor:R0402_32k4_1%","AllModules:R0402_1","","RESISTOR,32.4 KOHMS,0.063W,+/-1%,0402","32.4k","R9,R28","../../GR106768 Buzzer/GR106768 Buzzer.sch","YAGEO_RMS1","RC0402FR-0732K4L","~"
"10022155","GR106768_Buzzer:R0402_105k_1%","Resistor:R0402_105k_1%","AllModules:R0402_1","","RESISTOR,105 KOHM,0.063W,+/-1%,0402","105k","R11","../../GR106768 Buzzer/GR106768 Buzzer.sch","YAGEO_RMS1","RC0402FR-07105KL","~"
"10022156","GR106768_Buzzer:R0402_470Ohm_1%","Resistor:R0402_470R_1%","AllModules:R0402_1","","RESISTOR, 470 OHM, 0.063W, +/-1%, 0402","470","R12,R22","../../GR106768 Buzzer/GR106768 Buzzer.sch","YAGEO_RMS1","RC0402FR-07470RL","~"
"10022158","GR106768_Buzzer:LT3471","IC:LT3471","AllModules:DFN10_1","","SWITCHING REGULATOR,40V, 1.3 A","LT3471","IC8","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","LINEAR TECHNOLOGY_RMS1","LT3471EDD#PBF","https://www.analog.com/media/en/technical-documentation/data-sheets/3471fb.pdf"
"10022162","Device:L","Inductor:L_10022162","AllModules:WETPC-S_1","","INDUCTOR, STORAGE 10UH, WE-TPC","10μH","L2","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","TAIYO YUDEN_RMS1","NR 4018T 100M","https://www.yuden.co.jp/productdata/catalog/wound04_e.pdf"
"10022518","GR106768_Buzzer:BAT54S","Diode:BAT54S","AllModules:SOT23-1G_1","","DIODE SCHOTTKY, 200MA,30V,SOD23DIO","BAT54S","D3,D4,D9","../../GR106768 Buzzer/GR106768 Buzzer.sch","NXP SEMICONDUCTORS_RMS1","BAT54S,215","https://assets.nexperia.com/documents/data-sheet/BAT54_SER.pdf"
"10022607","Device:C","Capacitor:C0402_100nF_16V_10%","AllModules:C0402_1b","","CAPACITOR,100NF,16V,+/-10%,X7R,0402","100nF","C5,C7,C8,C9,C10,C11,C15,C16,C17,C18,C19,C25,C30,C31,C32,C33","../../GR106768 Buzzer/GR106768 Buzzer.sch","YAGEO_RMS1","CC0402KRX7R7BB104","~"
"10022624","Device:L","Inductor:L_10022624","AllModules:WETPC-S_1","","INDUCTOR, STORAGE, 15UH, WE-TPC","15μH","L3,L4","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","TAIYO YUDEN_RMS1","NR 4012T 150M","https://www.yuden.co.jp/productdata/catalog/wound04_e.pdf"
"10022627","Device:C","Capacitor:C0603_33nF_16V_10%","AllModules:C0603_1b","","CAPACITOR,33NF,+/-10%,16V,X7R,0603","33nF","C13,C14","../../GR106768 Buzzer/GR106768 Buzzer.sch","AVX_RMS1","0603YC333KAT2A","~"
"10022653","GR106768_Buzzer:BAT54C","Diode:BAT54C","AllModules:SOT23-1G_1","","DIODE SCHOTTKY DOUBLE,30V, 200MA,SOT23","BAT54C","D2,D6,D16,D17","../../GR106768 Buzzer/GR106768 Buzzer.sch","NXP SEMICONDUCTORS_RMS1","BAT54C,215","https://assets.nexperia.com/documents/data-sheet/BAT54_SER.pdf"
"10022657","GR106768_Buzzer:BZX84C5V1","Diode:BZX84C5V1","AllModules:SOT23-1G_1","","DIODE ZENER, 0.35,5.1V, SOT23","BZX84C5V1","D7","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","NXP SEMICONDUCTORS_RMS1","BZX84-C5V1","https://assets.nexperia.com/documents/data-sheet/BZX84_SER.pdf"
"10022697","GR106768_Buzzer:R0805_470Ohm_1%","Resistor:R0805_470R_1%","AllModules:R0805_1b","","RESISTOR,470 OHM, 0.125W,+/-1%, 0805","470","R71","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","YAGEO_RMS1","RC0805FR-07470RL","~"
"10022725","GR106768_Buzzer:R0402_1.5Ohm_1%","Resistor:R0402_1R5_1%","AllModules:R0402_1","","RESISTOR, 1.5 OHM,+/-1%,0.063W,0402","1.5","R13,R14,R19,R20","../../GR106768 Buzzer/GR106768 Buzzer.sch","YAGEO_RMS1","RC0402FR-071R5L","~"
"10022745","GR106768_Buzzer:R0402_33Ohm_1%","Resistor:R0402_33R_1%","AllModules:R0402_1","","RESISTOR, 33 OHM, +/-1%,0.063W, 0402","33","R15","../../GR106768 Buzzer/GR106768 Buzzer.sch","VISHAY_RMS1","CRCW040233R0FKED","~"
"10022881","GR106768_Buzzer:R0402_150k_1%","Resistor:R0402_150k_1%","AllModules:R0402_1","","RESISTOR, 150 KOHM,+/-1%,0.063W,0402","150k","R18,R21","../../GR106768 Buzzer/GR106768 Buzzer.sch","YAGEO_RMS1","232270671504L","~"
"10022911","Device:L_Core_Ferrite","Inductor:L_Core_Ferrite","AllModules:RC1206_1","","SMD FERRITE, 1A,1206","Core_Ferrite","L1","../../GR106768 Buzzer/GR106768 Buzzer.sch","WURTH ELEKTRONIK GMBH","74279218","https://katalog.we-online.de/pbs/datasheet/74279218.pdf"
"10022957","GR106768_Buzzer:R0402_2.2k_1%","Resistor:R0402_2k2_1%","AllModules:R0402_1","","RESISTOR, 2.2 KOHM, +/-1%, 0.063W, 0402","2.2k","R23,R65","../../GR106768 Buzzer/GR106768 Buzzer.sch","YAGEO_RMS1","RC0402FR-072K2L","~"
"10022958","Device:C","Capacitor:C0805_10nF_16V_2%","AllModules:C0805_1b","","CAPACITOR, 10NF, 16V +/2%, 0805","10nF","C3","../../GR106768 Buzzer/GR106768 Buzzer.sch","PANASONIC_RMS1","ECHU1C103GX5","~"
"10022966","Device:C","Capacitor:C0402_220pF_50V_5%","AllModules:C0402_1b","","CAPACITOR CERAMIC, 220PF, 50V,+/-5%, NPO,0402","220pF","C2","../../GR106768 Buzzer/GR106768 Buzzer.sch","YAGEO_RMS1","CC0402JRNPO9BN221","~"
"10023292","GR106768_Buzzer:R0402_200k_1%","Resistor:R0402_200k_1%","GR106768 Buzzer:R0402_1","","RESISTOR,200 KOHM,+/-1%,0.063W,0402","200k","R69","../../GR106768 Buzzer/GR106768 Buzzer.sch","YAGEO_RMS1","RC0402FR-07200KL","~"
"10024439","GR106768_Buzzer:R0402_15k_1%","Resistor:R0402_15k_1%","AllModules:R0402_1","","RESISTOR, 15 KOHM, +/-1%,0.063W,0402","15k","R55","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","YAGEO_RMS1","RC0402FR-0715KL","~"
"10024440","GR106768_Buzzer:R0402_182k_1%","Resistor:R0402_182k_1%","AllModules:R0402_1","","RESISTOR, 182 KOHM,+/-1%, 0.063W,0402","182k","R56","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","YAGEO_RMS1","RC0402FR-07182KL","~"
"10024441","GR106768_Buzzer:R0402_54.9k_1%","Resistor:R0402_54k9_1%","AllModules:R0402_1","","RESISTOR, 54.9 KOHM, +/-1%, 0.063W,0402","54.9k","R57","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","YAGEO_RMS1","RC0402FR-0754K9L","~"
"10024442","GR106768_Buzzer:R0402_4.99k_1%","Resistor:R0402_4k99_1%","AllModules:R0402_1","","RESISTOR, 4.99 KOHM, +/-1%, 1/16W,0402","4.99k","R58","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","YAGEO_RMS1","RC0402FR-074K99L","~"
"10024443","GR106768_Buzzer:BC847","Transistor:BC847","AllModules:SOT23-BEC_1","","TRANSISTOR, BIPOLAR, NPN, 45V, 100MA, SOT23","BC847","T1,T3","../../GR106768 Buzzer/GR106768 Buzzer.sch","NXP SEMICONDUCTORS_RMS1","BC847,215","https://assets.nexperia.com/documents/data-sheet/BC847_SER.pdf"
"10024444","GR106768_Buzzer:BC857","Transistor:BC857","AllModules:SOT23-BEC_1","","TRANSISTOR, BIPOLAR, PNP, 45V, 100MA, SOT23","BC857","T2,T4","../../GR106768 Buzzer/GR106768 Buzzer.sch","NXP SEMICONDUCTORS_RMS1","BC857,215","https://assets.nexperia.com/documents/data-sheet/BC856_BC857_BC858.pdf"
"10024445","GR106768_Buzzer:Si2312BDS","Transistor:Si2312BDS","AllModules:SOT23-GSD_1","","TRANSISTOR, MOSFET, N CHANNEL, 20V, 5A, SOT23","Si2312BDS","T5,T7,T9,T10,T13","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","VISHAY_RMS1","SI2312BDS-T1-E3","https://www.vishay.com/docs/73235/si2312bds.pdf"
"10024446","GR106768_Buzzer:Si2315BDS","Transistor:Si2315BDS","AllModules:SOT23-GSD_1","","TRANSISTOR, MOSFET, P CHANNEL, 12V, 3.8A, SOT23","Si2315BDS","T6,T8,T11,T12","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","VISHAY_RMS1","SI2315BDS-T1-E3","https://www.vishay.com/docs/72014/72014.pdf"
"10025553","GR106768_Buzzer:NK236-slideswitch","Switch:NK236-slideswitch","AllModules:NK236_1_1","","DIL, SLIDE SWITCH","NK236_","SW1","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","APEM COMPONENTS INC","NK236","https://www.apem.com/int/index.php?controller=attachment&id_attachment=808"
"10025554","GR106768_Buzzer:R0402_47k_1%","Resistor:R0402_47k_1%","AllModules:R0402_1","","RESISTOR, 47 KOHM +/-1% 0,063W,0402","47k","R53,R54","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","VISHAY_RMS1","CRCW040247K0FKED","~"
"10025604","GR106768_Buzzer:R0805_33Ohm_1%","Resistor:R0805_33R_1%","AllModules:R0805_1b","","RESISTOR 33 OHM +/- 1% 0,125W,0805","33","R36","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","VISHAY_RMS1","CRCW080533R0FKEA","~"
"10025605","GR106768_Buzzer:BZX84B6V8","Diode:BZX84B6V8","AllModules:SOT23-1G_1","","DIODE ZENER 0,35W 6,8V 2%","BZX84B6V8","D15","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","VISHAY_RMS1","BZX84B6V8-E3-08","https://assets.nexperia.com/documents/data-sheet/BZX84_SER.pdf"
"10095973","GR106768_Buzzer:C-array4-0612_47p","Capacitor:C0612_47pF_50V_10%","AllModules:C0612-4_1","","CAPACITOR ARRAY, 47PF, 50V, +/-10%,NPO,0612","47pF","C1","../../GR106768 Buzzer/GR106768 Buzzer.sch","YAGEO_RMS1","CA0612JRNPO9BN470","https://www.yageo.com/upload/media/product/products/datasheet/mlcc/UPY-4C-Array_16V-to-50V_5.pdf"
"10098981","Device:C","Capacitor:C0402_100pF_50V_5%","AllModules:C0402_1b","","CAPACITOR,100PF,50V,+/-5%,C0G,0402","100pF","C27,C28","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","MURATA MANUFACTURING CO., LTD.","GRM1555C1H101JZ01D","~"
"10099021","Device:C","Capacitor:C0805_1uF_25V_10%","AllModules:C0805_1b","","CAPACITOR CERAMIC,X7R,1UF,25V,+/10%, 0805","1uF","C24","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","TDK_RMS1","C2012X7R1E105K125AB","~"
"10099024","GR106768_Buzzer:BK3216xxxxx","Inductor:BK3216xxxxx","AllModules:WE-FA_1","","FERRITE, 1K AT 100MHZ, 0.8 OHM, 50MA","BK32164M102-T","FI1","../../GR106768 Buzzer/GR106768 Buzzer.sch","TAIYO YUDEN_RMS1","BK32164M102-T","https://www.yuden.co.jp/productdata/catalog/mlci09_e.pdf"
"10099025","GR106768_Buzzer:LMC7211","IC:LMC7211","AllModules:SOT23-5_1","","VOLTAGE COMPARATOR","LMC7211","IC1","../../GR106768 Buzzer/GR106768 Buzzer.sch","NATIONAL SEMICONDUCTOR_RMS1","LMC7211AIM5 NOPB","https://www.ti.com/lit/ds/symlink/lmc7211-n.pdf"
"10099026","Regulator_Linear:LM317L_SO8","IC:LM317L_SO8","AllModules:MX.A8_COMPOSANT_1","","IC,ADJUSTABLE REGULATOR,0.1A","LM317L_SO8","IC5","../../GR106768 Buzzer/GR106768_buzzer_charger.sch","NATIONAL SEMICONDUCTOR_RMS1","LM317LM NOPB","http://www.ti.com/lit/ds/snvs775k/snvs775k.pdf"
"10099028","Mechanical:Fiducial","Connector:Fiducial","AllModules:MIRECMS-SAFT_1","","CONNECTOR,FEMALE 7-PIN CPU","MIRECMS","J2","../../GR106768 Buzzer/GR106768 Buzzer.sch","J.S.T. CORPORATION","ZHR-7","~"
